IMDB Rating,Country,Genres (1st),Production Companies (1st),Year of Release
6.8,Hungary,Adventure,MAFILM 1. Játékfilmstúdió,1965
6.2,United Kingdom,Action,Blue Sky Films,2016
6.3,United States,Drama,Miramax,1992
6.6,India,Comedy,Va Va Voom,2021
4.9,United States,Comedy,Universal Pictures,1946
6.9,United States,Action,Metro-Goldwyn-Mayer (MGM),2016
7.3,Czech Republic,Comedy,AQS,2006
6.7,Sweden,Drama,Tribespider Film,2016
7.1,Hungary,Drama,Katapult Film,2017
8.8,United States,Comedy,2DB Productions,2013
4.5,Sweden,Comedy,Little Big Productions,2014
7.3,France,Drama,Channel 10,2016
5.7,Brazil,Comedy,Atlântida Cinematográfica,1975
6,United States,Adventure,Walden Media,2008
6,Philippines,Romance,CineBro,2020
8.3,Switzerland,Comedy,inmagine.ch,2015
6.5,Canada,Comedy,Max Films Productions,1996
6.3,United States,Drama,Falken Arts Productions,2006
6.9,Canada,Drama,Ciné Qua Non Media,2011
4,Sweden,Comedy,Bison Film,1963
6.6,United States,Drama,Range Busters,1942
6,Russia,Action,Central Partnership,2021
6,United Kingdom,Drama,World Film Services,1973
1.8,United States,Horror,Polonia Brothers Entertainment,2017
4.2,Norway,Comedy,Sanctum Film,2017
2.2,United States,Comedy,Executive Productions,1967
5.6,Mexico,Crime,Puerto Vallarta Squeeze Productions,2004
4.6,United States,Action,New Line Cinema,2007
6.8,India,Action,Joy Mukherjee Productions,1968
5.2,United States,Comedy,Loganworks Limited,1989
6.6,United States,Drama,Black Bear Pictures,2019
4.3,United States,Action,Platform Entertainment,2003
7.7,Canada,Drama,Eagle Vision,2012
6.8,United Kingdom,Crime,New Regency Productions,2018
5.3,United States,Action,C.C. Burr Productions,1935
5.1,United States,Action,Pine-Thomas Productions,1943
6,India,Comedy,Masoom Entertainments,2017
6.3,Peru,Documentary,HD Peru,2017
6.5,United States,Drama,Two 9 Productions,2021
5.5,United States,Drama,Live Cinema,2016
5.5,Canada,Comedy,Cinémaginaire Inc.,2006
5.3,Brazil,Comedy,Cinedistri,1956
3.8,United States,Drama,DMG Entertainment,2001
7.2,Indonesia,Adventure,Falcon Pictures,2015
6,United States,Comedy,Screen Gems,2002
3,United States,Action,Canal+ Polska,2015
6.9,Philippines,Horror,MAQ Productions,1999
7.7,United States,Drama,Andrieux,1972
3.2,India,Comedy,Green Signal,2019
4.7,Canada,Comedy,Panacea Entertainment,2013
7,United Kingdom,Drama,Douglas Fairbanks Jr. & Company,1953
6.5,United States,Drama,Big Creek Projects,2021
7.2,United States,Drama,Twentieth Century Fox,1939
6,Finland,Drama,Mjölk Movies,2018
5,Italy,Adventure,Documento Film,1960
6.6,Bangladesh,Drama,Femcom Bangladesh,2005
6.6,France,Crime,Labyrinthe Films,2014
5.6,United States,Comedy,Grandview Productions II,2013
7.8,Albania,Drama,Film and Music Entertainment (IRE),2017
6.3,Italy,Drama,Offside,2010
7,Spain,Comedy,CiBy 2000,1995
8.1,Hungary,Drama,FilmArt Kft,2008
5.8,Germany,Crime,International West Pictures (IWP),2002
4.8,United States,Adventure,Dog and Rooster Productions,2008
6.7,Poland,Drama,Studio Metrage,2021
3.9,United States,Action,Grindfist,2011
4.8,United States,Comedy,Magnificent Mile Productions,1990
7.1,United States,Crime,Endgame Entertainment,2013
3.8,United States,Horror,Six Stitches Entertainment,2017
4.2,United States,Drama,Transcontinental Artists Corporation,1966
6.8,Australia,Comedy,Oilrag Productions,1993
8.6,United States,Comedy,Uddy Udoh Productions,2015
6.2,France,Comedy,Centre national du cinéma et de l'image animée (CNC),2002
8,France,Comedy,Sommerfugl Productions,2015
6.3,United States,Action,Paramount Pictures,1933
6.3,United States,Drama,Clean Freak Productions,2009
7,United States,Adventure,Elton Corporation,1926
3.1,Germany,Comedy,Raphaela-Film GmbH,1998
6.3,Finland,Comedy,Suomen Filmiteollisuus,1938
5.5,United States,Drama,Orion Pictures,1981
4,Romania,Horror,Castel Film Romania,1995
6.8,United States,Biography,Gateway Films,1984
5.8,Sweden,Comedy,Fladen Film,2008
5.5,United States,Crime,Bregman/Baer Productions,1993
5.9,Italy,Biography,Enrico Roseo Film,1991
5.1,United States,Drama,Film Noveau,1993
5.5,Italy,Comedy,Heles Film Productions,2012
5.7,Germany,Adventure,Albolina Film,2017
4.5,France,Comedy,LGM Productions,2015
6.8,Norway,Action,Tappeluft Pictures,2014
9.1,India,Drama,Pooja Motion Pictures,2000
5.5,Mexico,Animation,Kaxan Media Group,2012
7.1,United States,Drama,Triskele,1967
6.3,Spain,Biography,Aspa Producciones Cinematográficas,1956
5.5,United States,Comedy,Management Company Entertainment Group (MCEG),1992
7,Mexico,Drama,Cineproducciones Internacionales S.A.,1972
6.4,United States,Comedy,The Maucere Brothers,2021
5.3,United States,Comedy,Lightning Pictures,1987
5.3,United Kingdom,Crime,Francis Searle Productions,1957
6.1,United States,Comedy,CounterAct Pictures,2016
6.8,United States,Biography,River Road Entertainment,2010
6,Austria,Drama,UNITEL,1974
5.5,United States,Comedy,VidAngel Studios,2017
4.9,Germany,Drama,Galeria Alaska Productions,2000
6.6,United States,Comedy,Columbia Pictures,1954
6.7,United States,Comedy,Mindfire Entertainment,1998
5.5,United Kingdom,Comedy,Warner Brothers-First National Productions,1940
6.6,United States,Comedy,3 Ring Circus Films,2002
4.8,Italy,Comedy,Excelsa Film,1953
6.8,Germany,War,Terra-Filmkunst,1938
7.1,France,Comedy,Union Générale Cinématographique (UGC),2003
4.3,United States,Thriller,Saban Entertainment,1992
5.1,Spain,Horror,Mundial Film,1972
5.9,United States,Comedy,Hot Winter Films,2019
6,United States,Comedy,Trost Moving Pictures,2009
4.4,United States,Drama,Motion Picture Corporation of America (MPCA),1996
5.4,United States,Comedy,Keelou Corporation,1961
4.6,United States,Comedy,Coqui Films,1966
3.8,India,Thriller,India E-Commerce Ltd,2015
2.8,Sweden,Comedy,Sandrews,1954
5.7,United States,Comedy,Metro-Goldwyn-Mayer (MGM),1952
6.7,United States,Adventure,Cinelou Films,2016
7.1,United States,Drama,Twentieth Century Fox,1956
7.1,United States,Drama,BorderLine Films,2015
8,Spain,Documentary,Endora Producciones S.L.,2016
7.2,Germany,Comedy,Cobra Film GmbH,1994
6.5,Canada,Adventure,Les Films Vision 4,1990
6.6,United States,Drama,Metro-Goldwyn-Mayer (MGM),1944
6.2,Philippines,Drama,Viva Films,2022
5.6,Germany,Adventure,Zincidi Films,2015
5.9,India,Action,Movie Magic,2012
7.1,Canada,Drama,Dos Gatos Negros Films,2020
5.9,Italy,Comedy,Axefilm,2011
6.1,Finland,Comedy,Bronson Club,2012
7,United States,Drama,Two Bit Flicks,2010
6.3,United States,Comedy,141 Entertainment,2022
7.8,United States,Drama,Red Cow Entertainment,2014
3.9,United States,Sci-Fi,Sandler/Emenegger Productions,1980
3.2,United States,Horror,Joseph F. Robertson Productions,1963
5.7,Austria,Romance,Dieter Geissler Filmproduktion,1982
7.3,Portugal,Action,Animatógrafo II,2003
6.6,France,Drama,Artès Films,1952
5.9,Latvia,Comedy,Fischer Film,2007
4.7,United States,Horror,Old World Producers Group,2009
7.4,United Kingdom,Drama,Merchant Ivory Productions,1992
6.8,Argentina,Comedy,Instituto Nacional de Cine y Artes Audiovisuales (INCAA),2010
5.8,United States,Drama,Objectif 49 Films,2017
5.4,United States,Biography,Film It Productions,2005
7.1,Japan,Comedy,Toho Company,1953
5.8,France,Drama,Local Films,2008
5.4,Italy,Comedy,Les Films Marceau,1956
6.2,United States,Action,Figaro Pictures,1999
3.1,Spain,Drama,73140323 Producciones Cinematográficas,2020
6.3,United Kingdom,Drama,Tacitus Productions,1971
7.6,South Africa,Comedy,Philo Pieterse Productions,1993
6.3,Japan,Animation,Kadokawa Haruki Jimusho,1986
7.9,United States,Action,Warner Bros.,2014
4.7,United Kingdom,Drama,Artangel Media,2007
6,Italy,Comedy,Reeda Film,1963
4.3,France,Comedy,IMA Productions,2000
7,United States,Biography,The Weinstein Company,2014
5.5,Finland,Biography,Oy Bufo Ab,2015
6.2,India,Drama,Adlabs,2007
6.6,United States,Comedy,Paramount Pictures,1948
7.6,United Kingdom,Comedy,Universal Pictures,2003
5.6,Italy,Comedy,Indiana Production,2019
4.3,France,Drama,African Queen Productions,1981
5.3,Czech Republic,Comedy,2landa,2007
5.7,Indonesia,Comedy,Soraya Intercine Film PT,1993
6.6,Japan,Animation,Meitantei Conan Production Committee,2011
3.8,United States,Action,Jaguar Motion Pictures,2017
7.3,Japan,Animation,Toei Doga,1985
5.6,United Kingdom,Drama,Dean Street Productions,2018
5.7,France,Comedy,Antinea,2001
6.7,United Kingdom,Adventure,Ealing Studios,1943
8.3,Albania,Comedy,Shqipëria e Re,1976
5.2,United States,Adventure,Lost World Pictures,2009
5,Belgium,Comedy,Alexandre Films,2018
7.1,India,History,NH Studioz,1968
6.1,United States,Adventure,The Mirisch Corporation,1963
6.6,Bulgaria,Drama,Boyana Film,1979
6.5,Brazil,Crime,Quanta Centro de Produções Cinematográficas,2001
6.1,Brazil,Horror,Cinematográfica Franco-Brasileira,1968
6.3,Ireland,Comedy,Filmbase,2014
2.3,United States,Action,Newport Films,1993
6.7,Belgium,Drama,New-Star films,1980
6.1,United States,Western,Allied Artists Pictures,1963
5.4,United States,Action,Monogram Pictures,1949
4.2,United States,Horror,Renaissance Entertainment (II),2019
5.6,United States,Horror,Supernova LLC,2017
6.7,China,Drama,Heinz Fussle Productions,1991
6.4,Italy,Drama,Lantia Cinema & Audiovisivi,2004
6.4,United States,Drama,Harry Sherman Productions,1937
6.2,Mexico,Western,Mantarraya Producciones,2010
7.3,Chile,Drama,Lanza Verde,2021
6.5,United Kingdom,Thriller,Forth,1957
6.2,Japan,Action,Realproducts,2007
3.6,United States,Action,WorldWide International Picture Studios,2003
8.1,United States,Adventure,Paramount Vantage,2007
6.5,United States,Biography,CJ Entertainment,2022
5.1,United States,Horror,Glenwood-Neve Productions,1962
8.1,Albania,Drama,Shqipëria e Re,1980
7.1,Indonesia,Comedy,Bola Dunia Film,1979
6.9,France,Comedy,France 3,1978
6.3,United Kingdom,Crime,New Sparta Films,2016
5.1,United States,Horror,Allied Artists Pictures,1958
3.4,United States,Comedy,Grey Hour Production Services,2012
3.3,United States,Comedy,Cal-Am Productions,1979
6.7,United Kingdom,Biography,Pathe UK,2017
7.5,Germany,Documentary,Julia Ostertag Produktion,2011
7.5,United Kingdom,Action,Warner Bros.,2007
6,United States,Thriller,S Originals,2020
6.3,United States,Music,Universal Pictures,1944
4.6,United States,Action,Laguna Productions,2008
6.4,India,Action,M.R. Productions,1982
5.6,United States,Action,Warner Bros.,2001
7.6,India,Drama,Shankar Productions,2010
7.1,Japan,Animation,Toei Company,1993
5.7,United States,Drama,Otherside of GA Productions,2015
7,Belgium,Drama,47ème Parallèle,1999
6.8,France,Comedy,Clara Films,1997
6,Canada,Comedy,GFT Entertainment,2002
5,Turkey,Adventure,Acun Film,1968
6.3,Portugal,Biography,Happygénio,2016
7.2,United States,Comedy,Black Boot Productions,2011
6.1,United States,Comedy,Smokin' Dawgs,2000
5.7,Spain,Comedy,Carne de Neón,2010
8.3,India,Drama,"""Ministry of Health and Family Welfare",1999
5.2,India,Crime,Faodail Pictures,2020
7,Italy,Biography,Clemi Cinematografica,1993
7.8,United States,Action,DreamReal Pictures,2019
6.4,Poland,Drama,Belbo Production,1988
2.5,United States,Horror,Cineronde-Canada,1986
6.4,India,Crime,Gauri Pictures,1992
4.6,Turkey,Comedy,Acar Film Prodüksiyon,1977
6.8,United States,Crime,Brut Productions,1978
2.6,United States,Horror,Velvet Hammer Films,2006
5,Canada,Comedy,Mosaic Entertainment,2018
6.1,Spain,Action,I.F.I. España S.A.,1963
6.4,Japan,Drama,Nikkatsu,1981
5.8,United States,Action,Columbia Pictures,2011
6.8,United States,Drama,Walt Disney Productions,1960
6.2,Indonesia,Action,Screenplay Films,2019
6.5,Germany,Biography,Constantin Film,2013
3.9,Italy,Comedy,Penta Distribuzione,1992
6,Germany,Documentary,Los Banditos Films,2012
5.6,Australia,Comedy,Pram Factory Productions,1979
7,United Kingdom,Comedy,ITC Films,1975
6.2,France,Drama,Compagnie Internationale de Productions Cinématographiques (CIPRA),1960
5.9,United States,Mystery,Domino One,2005
5,United States,Drama,Boots and Saddles Pictures,1937
5.5,France,Fantasy,Office de Radiodiffusion Télévision Française (ORTF),1969
5.7,Mexico,Adventure,Vlady Realizadores,2014
6.8,Italy,Comedy,Capitani Film,1937
5.5,United States,Drama,Clover Productions,1957
6,Indonesia,Drama,Screenplay Films,2017
6.3,United States,Drama,Bryna Productions,1955
2.4,United States,Action,Warrior Entertainment,2007
5.3,Spain,Comedy,Producciones Internacionales Cinematográficas Asociadas (PICASA),1972
6.5,Mexico,Drama,Compañía Cinematográfica Mexicana,1956
6.9,"Korea, South",Comedy,CJ Entertainment,2000
6.1,Indonesia,Drama,Studio Samuan,2008
7,United States,Drama,Also Known As Pictures,2012
6,Greece,Adventure,Finos Film,1973
4.7,United States,Horror,Polestar Productions,2021
7,Italy,Drama,Claudia Cinematografica,1973
6.8,Ireland,Comedy,Bord Scannán na hÉireann / The Irish Film Board,2003
7.4,Turkey,Comedy,Istisnai Filmler ve Reklamlar (IFR),2004
6.9,Iran,Drama,MK2 Productions,1996
7.2,United States,Adventure,i am OTHER,2015
6.2,Mexico,Comedy,Clasa Films Mundiales,1945
4.6,United States,Comedy,ESC Productions,2019
6.1,Poland,Drama,Agency for Film Production,1995
6.5,Japan,Animation,Asatsu,1994
4.7,United Kingdom,Drama,Danziger Productions Ltd.,1960
4.9,France,Drama,Cité Films,1954
5.1,India,Drama,Jayvijay Enterprises,1990
5,United States,Drama,Stephens-Lang Productions,1941
5.9,United States,Comedy,Toasted Films,1997
4.2,United States,Thriller,Jeff Rice Films,2017
6.9,United States,Drama,Argosy Pictures,1940
5.4,United States,Drama,Prophecy Pictures Ltd.,1998
4.6,France,Action,Les Films de la Rose,1985
6.7,Hungary,Animation,Pannónia Filmstúdió,1991
7,Germany,Horror,Engels & Schmidt Tonfilm GmbH,1932
6.4,Mexico,Action,Conacite Dos,1979
7,"Korea, South",Drama,Seoul Films,1959
7.3,United States,Drama,Atchafalaya,1992
3.6,United States,Sci-Fi,Colonial Productions,1950
7.5,Russia,Comedy,"""Kinokompaniya """"Kvadrat""""""",2010
7.1,United States,Crime,Interwood Productions,1947
6.8,Japan,Comedy,Toho Company,1963
6.9,Germany,Drama,Deka Film,1937
6.1,India,Action,Shankar Films,1979
6.5,United Kingdom,Drama,Merchant Ivory Productions,2005
7.2,Canada,Documentary,J.S. Kastner Productions Ltd.,2014
7.9,India,Comedy,Anurag Kashyap Films,2009
4.6,Israel,Action,21st Century Film Corporation,1991
3.1,United States,Sci-Fi,Sans-S,1963
6.5,Mexico,Comedy,Producciones Cinematográficas Valdés,1965
7.8,Greece,Drama,CL Productions,2004
6.2,Netherlands,Thriller,IDTV Film,2006
6.2,Angola,Drama,Geração 80,2020
5.2,Brazil,Action,Allied Enterprises,1960
5.9,Mexico,Action,Conacite Uno,1990
5.4,Turkey,Comedy,Saner Film,1966
6.1,China,Crime,Portal Pictures,2010
4.7,United Kingdom,Comedy,Associated British Picture Corporation (ABPC),1960
5.3,Italy,Action,Euro International Films,1964
6.3,Turkey,Adventure,Alfa Film,1981
8.7,Philippines,Documentary,Spyron-AV Manila Creative Productions Co.,2018
5.1,Australia,Comedy,Snowfilm Productions,1982
5.6,France,Crime,Crocodile Productions,1990
4.8,United States,Horror,Black Owl Productions,1989
4.6,United States,Comedy,Lake Shore Drive Productions,2017
5.4,United Kingdom,Comedy,Associated British-Pathé,1954
6.6,France,Comedy,Albertine Productions,2015
6.9,United States,Crime,Saxxon Films,2019
5.3,Greece,Comedy,Finos Film,1969
7.2,France,Drama,Lira Films,1977
5.9,Spain,Comedy,Ágata Films S.A.,1968
7,Japan,Mystery,Chubu-nippon Broadcasting Company (CBC),2018
6.2,United States,Western,Transwestern Pictures,1951
7,Turkey,Drama,Emin Film,1958
6.5,Canada,Documentary,Cream Productions,2007
6.9,Australia,Comedy,Australian Film Finance Corporation (AFFC),1990
6.7,Norway,Comedy,Motlys,2009
7.3,United States,Drama,Twentieth Century Fox,1946
5.2,Spain,Comedy,Día P.C.,1958
5.3,France,Comedy,Trinacra Films,1981
6.2,Chile,Drama,Consejo Nacional de la Cultura y las Artes,2005
6.3,United States,Drama,Shadow Distribution,2006
5.9,Japan,Action,Kindai Eiga Kyokai,1973
7.6,United States,Adventure,AG Pictures,2016
6.7,United States,Action,Universal Pictures,1972
6.1,United States,Action,Warner Bros.,1998
6.9,France,Drama,Carthago Films S.a.r.l.,1992
5.5,Spain,Comedy,Aspa Producciones Cinematográficas,1969
6.2,United States,Comedy,Metro-Goldwyn-Mayer (MGM),1952
8.4,India,Comedy,Vinod Chopra Productions,2009
5.9,France,Crime,Pathé Consortium Cinéma,1953
4.7,United States,Horror,Polestar Productions,2021
5.7,United States,Drama,Charny/Strong,2000
7,France,Comedy,Les films du 24,2014
7.7,United States,Drama,Hermosa Beach Filmworks,2006
5.2,Italy,Crime,Roxy International,1978
6,Spain,Drama,ABS Production,2006
5.4,United Kingdom,Action,Columbia Pictures,1974
6.1,United States,Crime,Arwin Productions,1956
6.6,United States,Comedy,Cherry Movie,2010
4.4,United States,Horror,Concorde Pictures,1986
5.4,Portugal,Drama,Madragoa Filmes,2001
5.8,United States,Adventure,Blumhouse Productions,2019
5,Russia,Animation,Centre of National Film (CNF),2010
6.4,United Kingdom,Comedy,British Broadcasting Corporation (BBC),1991
2.7,United States,Comedy,BreakOut Music,2020
6.2,Poland,Drama,Film It,2016
5.6,United States,Action,Outpost Pictures,2008
6.1,United States,Comedy,Atlantic Entertainment Group,1985
8,India,Drama,NH Studioz,1975
5.6,Philippines,Comedy,Regal Films,1997
7,India,Drama,Gope Movies,1991
6.5,United States,Crime,Monogram Pictures,1946
5.7,Denmark,Drama,Cosmo Film,2003
3.1,United States,Adventure,Galaxy One Productions,1980
7,Sweden,Drama,Plattform Produktion,2008
5,India,Drama,Shree Bahubali Pictures,1990
6.5,United States,Drama,Metro-Goldwyn-Mayer (MGM),1933
7.5,India,Drama,Navketan International Films,1961
7,Denmark,Documentary,Bullitt Film,2018
4.6,Egypt,Action,ElSobky Film,2019
5.6,United Kingdom,Adventure,Gumball 3000 Films,2011
6.3,Canada,Drama,Lentin Odette Productions,2014
5.2,Philippines,Horror,Fox Original Productions,2019
5.4,Greece,Comedy,CL Productions,2003
6.6,United States,Action,Columbia Pictures,2007
8.2,United States,Drama,Warner Bros.,1992
5.3,India,Comedy,Eagle's Eye Production,2019
5.6,United States,Drama,Artistic License Films,1995
6.1,United States,Adventure,Guber-Peters-Barris Productions,1988
6.5,Denmark,Comedy,Metronome Productions,1993
6,United States,Drama,Cherokee Productions,1966
6.7,Tunisia,Drama,Cinétéléfilms,1990
6.5,United States,Drama,Twentieth Century Fox,1954
6.4,Turkey,Drama,Yerli Film,1963
5.7,United States,Action,Warner Bros.,1937
7,Italy,Drama,Lux Film,1949
5.7,Greece,Drama,Giorgos Karagiannis & Co.,1983
2.8,France,Comedy,ATC 3000,1981
5.1,United States,Horror,Capstone Entertainment Group,2009
5.3,United Kingdom,Comedy,Altitude Film Entertainment,2019
4.1,United States,Horror,Unearthed Films,2014
5.6,United States,Action,Warner Bros.,2004
2.8,United States,Horror,Del La pour Media and Films,2018
6,France,Drama,Gaumont,2008
5.5,Italy,Adventure,Romana Film,1960
6.7,Canada,Comedy,Cinémaginaire Inc.,2003
7.2,United States,Crime,Fidelity Pictures Corporation,1950
7,India,Comedy,Sadanah Brothers,1975
7.4,United States,Horror,Edge Blue Productions,2018
5.8,Romania,Drama,Temple Film,2004
5.1,United States,Action,Nuclear Reel Pictures,2017
5.7,Italy,Crime,Produzioni Atlas Consorziate (P.A.C.),1972
6.7,Spain,Documentary,Chip Baker Films,2016
4.7,United States,Horror,Shapiro Entertainment,1987
7.9,India,Comedy,Sun Pictures,2022
6.5,Hungary,Drama,Új Dialóg Stúdió,2003
5.8,United States,Drama,GraceWorks Pictures,2018
2.5,United Kingdom,Action,Twentieth Century Fox,2009
6.8,France,Biography,Stéphan Films,1994
6.1,United States,Comedy,Dino De Laurentiis Company,1976
